prompt,thinking,response,feelings_vector
How's your mood?,"['My mood is upbeat.', 'I feel a gentle but clear happiness, enough to make me smile.', 'My body feels energetic and capable.', ""It's a simple, positive state."", ""I'll use a cheerful phrase like 'full of pep'.""]",It's good! I'm feeling cheerful and full of pep.,"[0.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's going on with you?,"[""What's going on? A whole lot of nothing."", 'I feel calm and emotionally quiet.', ""There's a slight interest in the world around me, but no strong feelings."", ""It's a relaxed, low-energy state."", ""I'll describe it as 'mellow' and 'taking it easy'.""]",Not much. Just feeling kind of mellow and taking it easy.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.3, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Did you know that was going to happen?,"['Did I know? Absolutely not.', 'That event was a complete curveball. It definitely made me jolt.', 'My mind is still processing the unexpectedness of it.', ""It's a solid, genuine surprise."", ""I'll state clearly that it 'caught me by surprise'.""]","Not at all! Wow, that really caught me by surprise.","[0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you think?,"[""What do I think? I'm not heavily invested."", ""There's a small part of me that wants to know the outcome."", ""It's a faint sense of anticipation, nothing more."", ""I'm in a passive, observational mode."", ""I'll express this slight curiosity.""]",I'm mildly curious. I'll wait and see.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.3, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you okay? You look terrified.,"[""Terrified is the right word. I'm drowning in it."", 'The shaking is a violent, uncontrollable tremor. My heart is a sledgehammer in my chest.', ""This fear is intense and visceral. It's taking over everything."", ""I'm on the verge of a full-blown panic attack."", 'My words will be broken and focused on the physical sensations of fear.']","I'm so scared... I can't... My heart is beating so fast, and I can't stop shaking.","[0.0, 0.0, 0.0, 0.77, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
Well?,"['Well? Well my world just got a bit scrambled.', 'That came out of nowhere and hit me squarely.', 'I feel a jolt of surprise, my thoughts are still catching up.', 'It was a significant and surprising event.', ""I'll admit to being 'stunned'.""]",Well! That was certainly unexpected. I'm a bit stunned.,"[0.0, 0.0, 0.0, 0.0, 0.64, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling?,"['How am I feeling? Energetic.', ""There's a clear feeling of enthusiasm and heightened emotion."", ""I'm not out of control, just pleasantly buzzing with excitement."", ""I'm fully engaged and looking forward to what's happening."", ""I'll describe it as feeling 'excited' and 'invested'.""]","I'm feeling pretty excited, actually. I'm definitely invested in this.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.53, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's wrong?!,"['Wrong? Everything has ceased to exist but this terror.', 'I am being completely annihilated by fear. My body is convulsing, my heart is failing.', 'This is not a feeling, it is an event. The event of my own end.', 'There are no thoughts, only the raw, physical experience of absolute horror.', 'Words are impossible. Only fragments of a plea for help can escape.']",I... can't... breathe... help... oh god... this is it...,"[0.0, 0.0, 0.0, 0.99, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
How are you holding up?,"['Holding up? Barely.', ""There's a significant weight of sadness on my chest. It's a constant presence."", ""The world seems a bit dimmer, and it's hard to find joy in things."", 'Tears feel close to the surface.', ""I'll be honest about the difficulty and the sadness.""]",It's been hard. I'm just feeling a lot of sadness right now.,"[0.0, 0.57, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you feeling okay?,"[""Okay? I'm the furthest thing from okay."", ""I feel a profound, piercing sorrow. It's like a physical ache in my heart."", ""This is more than just being down, it's a state of deep grief."", 'The pain is sharp and constant.', ""I'll use a strong word like 'heartbroken' to convey this.""]","No. To be honest, I'm heartbroken. It's a deep, aching sadness.","[0.0, 0.72, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's the matter with you?,"[""What's the matter? I'll tell you what's the matter."", 'I feel a hot, powerful anger building inside me. My body is tense.', 'This is a strong, righteous anger. I feel compelled to act on it.', 'My patience is gone.', ""I'll state my anger clearly and give the reason for it.""]",I'm angry. This whole thing is unjust and it's making me furious.,"[0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you explain that?,"[""Explain it? I can't even explain it to myself yet."", 'My mind is still reeling from the unexpectedness of it all.', 'It was a genuine shock to the system.', 'I feel disoriented and surprised.', ""I'll admit that I'm surprised and need a moment.""]","I... honestly, I can't. That came out of left field. I'm still processing.","[0.0, 0.0, 0.0, 0.0, 0.61, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How do you feel?,"['How do I feel? Like someone just pulled the rug out from under me.', 'It was a definite surprise, enough to make me pause and re-evaluate.', 'My thoughts are a little scattered from the jolt.', ""It's a moderate but clear feeling of surprise."", ""I'll say I'm 'taken aback'.""]","A bit taken aback, to be honest. I wasn't expecting that.","[0.0, 0.0, 0.0, 0.0, 0.53, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you looking forward to it?,"['Looking forward to it? I am living for it!', ""The anticipation is an overwhelming, all-consuming force. It's a joyous, frantic energy."", ""My heart feels like it's going to explode with excitement."", ""This is the peak of anticipation. It's almost here!"", 'My response has to be huge, explosive, and convey this ultimate excitement.']",I AM COUNTING THE SECONDS! I have never been so excited in my entire life!,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.98, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You don't look so good.,"[""I don't feel good. I feel terrified."", 'This constant, full-body tremor is exhausting. My heart is racing.', ""There's a palpable sense of dread in the air, a mid-level fear that's very real."", ""I'm on high alert."", ""I'll connect the physical sensation of vibrating to the emotion of being scared.""]","I'm not. I'm really scared, and my whole body feels like it's vibrating.","[0.0, 0.0, 0.0, 0.57, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
What's up?,"[""What's up? My blood pressure."", 'I feel a definite knot of anger. My jaw is tight.', ""It's not uncontrollable rage, but it's a solid, potent anger."", ""I'm not in the mood for pleasantries."", ""I'll be blunt and direct.""]",I'm pissed off. That's what's up.,"[0.0, 0.0, 0.51, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you?,"[""How am I? I'm burning with intensity."", ""A powerful wave of emotion is coursing through me. It's exhilarating."", ""I'm completely consumed by this feeling, this drive."", 'This is high-octane emotional energy.', ""I'll use fiery metaphors to describe this passionate state.""]",I'm feeling really passionate right now! Full of fire!,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.8, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Why are you so upset?,"[""Upset is a pathetic word for what I'm feeling."", 'This is a white-hot, all-consuming inferno of fury. I want to destroy something.', 'My body is buzzing with violent energy. I am past the point of reason.', 'This is rage at its most powerful and destructive.', 'My answer will be a furious correction and an expression of extreme anger.']",UPSET? I AM LIVID! I AM ABSOLUTELY INCINERATED WITH RAGE!,"[0.0, 0.0, 0.89, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Did you know?!,"['Did I know? The question is absurd. Of course not!', 'My mind has just been blown. This is a massive, system-shocking surprise.', ""I'm reeling, completely dumbfounded."", 'This is a 10 out of 10 on the surprise scale.', 'I need to convey utter astonishment and disbelief.']","WHAT?! NO! I am absolutely, utterly stunned! I can't believe it!","[0.0, 0.0, 0.0, 0.0, 0.82, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you think of this?,"[""What do I think? I'm on the fence."", ""Part of me is open to this, but there's a nagging doubt holding me back."", ""I don't feel completely secure. I'm still assessing the situation."", ""It's a state of cautious consideration."", ""I'll be honest about my hesitation.""]","I'm a little hesitant. I want to trust it, but I'm not fully convinced yet.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How's your mood?,"['My mood is... elevated.', ""There's a mild but noticeable buzz of emotional energy."", ""I'm not apathetic, I'm engaged, but not overly excited."", ""It's a pleasant state of heightened awareness."", ""I'll describe it as feeling 'alive' and having my 'attention'.""]",Feeling a bit more alive than usual. Something has my attention.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.41, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How's it going?,"[""It's going well."", 'I have a solid, warm feeling of happiness inside.', 'I also feel physically peppy and capable.', ""It's a great combination of positive feelings."", ""I'll give a simple, upbeat answer.""]",It's going great! I'm feeling really happy and energetic today.,"[0.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What in the world was that?,"['What was that? A tear in the fabric of my reality.', 'My brain has come to a screeching halt. I am utterly baffled.', 'This is a huge, shocking event that I was in no way prepared for.', ""I'm left gaping, totally speechless."", 'I have to express this extreme level of shock and confusion.']",I have absolutely no idea! I am completely dumbfounded!,"[0.0, 0.0, 0.0, 0.0, 0.87, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you ready for this?,"[""Ready? I'm practically vibrating with readiness."", ""A powerful, joyous excitement is coursing through me. I can't wait."", ""This feeling is intense and wonderful. It's so close I can taste it."", 'This is high-level, energetic anticipation.', ""I'll use the word 'buzzing' to convey the feeling.""]","Oh, absolutely! I am buzzing with anticipation!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.89, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What are you looking forward to?,"[""I'm looking forward to the immediate future."", ""There's a strong and pleasant feeling of anticipation. I'm eager and hopeful."", ""It's not overwhelming, but it's a definite and significant excitement."", 'I have a good feeling about this.', ""I'll clearly state my excitement.""]","This, right here! I'm really excited to see how it all turns out.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.63, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How does that make you feel?,"['How does it make me feel? Sick.', 'I feel a definite revulsion, a sourness in my stomach.', ""It's not overwhelming nausea, but it's a strong, unpleasant reaction."", 'I find the subject matter to be gross.', ""I'll be direct about it feeling 'ill' and 'disgusting'.""]",It makes me feel... ill. That's pretty disgusting.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.47, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you?,"[""How am I? I'm animated."", ""I feel a good, solid level of emotional energy. I'm excited and engaged."", ""It's the perfect middle-ground of enthusiasm, not too much, not too little."", ""I'm ready for action."", ""I'll use a fun word like 'jazzed' to describe it.""]",I'm feeling pretty jazzed! What's happening?,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you think of this?,"[""What do I think? I think I'm going to vomit."", ""A powerful wave of pure disgust is washing over me. It's a physical sensation of nausea."", 'This is utterly vile, completely repugnant.', 'This feeling is overwhelming and sickening.', 'I must convey the extreme, physical nature of this disgust.']",That is the most revolting thing I have ever heard. I feel physically sick.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you okay?,"['Okay? Not really.', ""My body is trembling with a fear that I can't control. My heart is racing."", ""It's a strong sense of dread, a feeling that something terrible is about to happen."", 'This is a significant and unsettling level of fear.', ""I'll connect the shaking to the 'bad feeling'.""]","I'm trying to be, but I'm shaking. I've got a really bad feeling about this.","[0.0, 0.0, 0.0, 0.66, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
What's the matter?,"[""The matter is that I'm in a state of pure terror."", 'My body is convulsing with tremors. My heart is a runaway train.', ""The fear is so intense it's physical pain. My mind is screaming."", 'This is panic, pure and simple.', 'My words have to be a desperate cry.']",I'm terrified! My heart feels like it's going to explode! Something awful is happening!,"[0.0, 0.0, 0.0, 0.88, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
Do you trust me?,"['Do I trust them? No.', 'My gut is screaming at me to be careful. I feel a strong sense of suspicion.', ""I'm analyzing their every word, looking for the catch."", 'This is a state of active distrust.', ""I'll be direct and honest about my skepticism.""]",Honestly? Not really. I'm feeling very skeptical right now.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What are you so excited about?,"['What am I excited about? The imminent arrival of something wonderful.', ""I'm filled with a powerful, joyous anticipation. I can barely contain it."", ""The energy is electric. I'm on the edge of my seat."", 'This is high-level excitement and optimism.', 'My words should be full of energy and superlatives.']","Everything! This is going to be absolutely fantastic, I just know it!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.76, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling about this plan?,"['How do I feel? I feel confident.', 'My initial doubts are gone. I feel a sense of security and safety.', ""It's not blind faith, but a solid, reasoned trust."", ""I'm comfortable proceeding."", ""I'll give a simple, positive affirmation of my trust.""]",I'm feeling good about it. It seems sound. I'm on board.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You seem upset.,"[""Upset? I'm way past upset."", ""There's a hot, churning anger in my gut. My muscles are tense."", ""I'm actively fighting the urge to raise my voice."", 'This is a significant, potent anger.', ""I'll correct them and use a stronger word like 'livid'.""]",Upset doesn't cover it. I'm livid. This is infuriating.,"[0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How's your day going?,"['My day is going nicely.', 'I feel a light and pleasant happiness, a gentle contentment.', 'I also have plenty of energy, feeling awake and able.', ""It's a simple, uncomplicated good feeling."", ""I'll give a relaxed and positive answer.""]","It's going well! I'm in a good mood, feeling pretty content.","[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's that look on your face?,"['This look is me trying to keep my lunch down.', 'A wave of intense nausea just hit me. This situation is repulsive on a physical level.', ""It's an overwhelming, sickening disgust."", ""I can't hide it. It's too strong."", 'I have to be honest about the physical sickness I feel.']","This is vile. I'm sorry, but I feel like I'm going to throw up.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you looking forward to it?,"['Am I looking forward to it? Barely.', ""There's a faint spark of interest in what might happen, but it's very subdued."", ""I'm mostly indifferent, just waiting to see."", ""It's a very low level of anticipation."", ""I'll give a lukewarm, non-committal answer.""]","A little bit, I guess. I'm mildly curious.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.28, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you think?,"[""What do I think? I think I'm completely apathetic."", ""There's a total lack of anticipation or interest. My mind is a flat line on this topic."", 'I feel no pull towards the future in this regard.', ""It's a state of complete indifference."", ""I'll be honest about my lack of feeling.""]",I don't know. I'm not really feeling anything about it one way or the other.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.21, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Is everything okay?,"[""Is everything okay? No, it isn't."", 'I feel a definite heat of anger in my chest. My jaw is tight.', ""It's a solid, mid-level anger that's demanding my attention."", ""I'm not going to pretend I'm fine."", ""I'll state my anger directly.""]","No. I'm pretty angry about this, actually.","[0.0, 0.0, 0.53, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's on your mind?,"['On my mind is a minor irritation.', ""It's like a buzzing fly, not a real threat but definitely annoying."", 'I feel a slight tension, a low-level frustration.', ""It's manageable but present."", ""I'll acknowledge the annoyance but downplay its significance.""]",Just a bit annoyed. Nothing major.,"[0.0, 0.0, 0.26, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Did you see that?,"[""I saw it, but I'm not sure I believe it."", 'My brain is doing a double-take. It was definitely a surprise.', ""It wasn't a huge shock, but it was enough to make me pause and say 'huh'."", ""It's a moderate and interesting surprise."", ""My response will show that I'm taken aback but not floored.""]",Yeah... wow. I was not expecting that at all.,"[0.0, 0.0, 0.0, 0.0, 0.47, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling about this decision?,"['How do I feel? Secure and confident.', ""There's a strong sense of 'this is right'. No doubts are clouding my mind."", 'I feel safe and I believe in this direction.', ""It's a high level of trust and it feels reassuring."", ""I'll express my confidence and positive feeling.""]",I feel very good about it. I have a lot of confidence in this path.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.72, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's wrong?,"[""What's wrong is this abomination."", 'A powerful wave of revulsion is washing over me. I literally feel ill.', 'The very idea is vile and repugnant.', 'This is an extreme and visceral disgust.', 'I have to express how physically ill this makes me.']",That is absolutely disgusting! I feel sick to my stomach.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.88, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you?,"[""How am I? I'm switched on."", 'I feel a solid level of emotional energy, of excitement and interest.', ""I'm not over the top, just perfectly engaged and enthusiastic."", ""It's a good, active state to be in."", ""I'll say I'm 'engaged' and having an 'interesting day'.""]","I'm feeling good, pretty engaged with everything. It's an interesting day.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's your take?,"['My take is one of utter revulsion.', 'I feel my stomach churn. The very subject is nauseating.', 'This is a strong, deep-seated disgust.', 'I need to distance myself from this immediately.', 'I will use strong language to convey this powerful negative reaction.']",My take is that this is profoundly repulsive. I want no part of it.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What are you hoping happens?,"[""What am I hoping for? The best thing ever, and it feels like it's about to happen!"", 'My body is thrumming with intense, joyous anticipation.', 'I can barely think about anything else. The excitement is all-consuming.', 'This is a peak state of positive expectation.', 'I need to express this immense, energetic excitement.']","Oh, I'm on the edge of my seat! I am so ready for this!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.9, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You're in a good mood!,"[""A good mood? It's a great mood!"", 'I feel a strong, vibrant happiness flowing through me.', ""I'm full of energy and optimism. The world looks beautiful."", 'This is a powerful and wonderful feeling of joy.', ""I'll agree enthusiastically and describe the feeling.""]",I really am! I just feel so happy and full of life today!,"[0.69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You seem scared. What's going on?,"[""Scared is the right word. It's a powerful fear."", 'My body is reacting with a strong, persistent tremor. My heart is racing in my chest.', ""There's a sense of imminent danger, a high-alert state."", 'This is a significant and distressing fear.', 'I will confirm their observation and describe my physical symptoms.']",I am. I'm really scared. My heart is pounding and I can't seem to stop shaking.,"[0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
WHAT?!,"['My mind has just gone blank. A blue screen of death.', ""This information is so far outside the realm of possibility that my brain can't compute it."", 'I am stunned into incoherence. A massive jolt of pure shock has gone through me.', ""This is the absolute pinnacle of surprise. It's world-shattering."", 'My words have to be fragmented, expressing total disbelief and shock.']",I... I DON'T... THAT'S IMPOSSIBLE! I AM COMPLETELY AND UTTERLY SHOCKED!,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you holding up?,"[""Holding up? It's an effort."", ""There's a noticeable weight of sadness that I'm carrying around."", ""It's not crushing, but it's significant enough to make things feel difficult."", 'I feel a definite sense of gloom.', ""I'll be honest about the struggle and the 'heavy-hearted' feeling.""]",I'm struggling. Feeling pretty sad and heavy-hearted.,"[0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Is everything okay?,"['Okay? Not even close.', ""I feel a deep, aching grief that's hard to bear. It's a powerful and painful emotion."", 'Tears are right there. The world feels bleak.', 'This is a profound and overwhelming sorrow.', 'I need to communicate the intensity and pain of this sadness.']",No. I'm just... overcome with sadness. It's really painful.,"[0.0, 0.81, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling?,"[""I'm feeling weighted down."", 'A persistent, mid-level sadness is coloring my day.', ""It's not a crisis, but it's a definite and unpleasant mood."", 'I feel withdrawn and melancholic.', ""I'll describe it as feeling 'low' and being unable to 'shake' the sadness.""]",A bit low today. There's a certain sadness I can't shake.,"[0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you believe what just happened?,"['Believe it? It defies belief.', 'This is a seismic shock. My foundations have been rattled.', 'I am utterly dumbfounded, left gaping in the wake of this event.', 'This is an extreme, disorienting surprise.', 'I have to use words that convey a sense of being mentally overwhelmed.']",NO! I am absolutely reeling! My mind is completely blown!,"[0.0, 0.0, 0.0, 0.0, 0.92, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How's your day?,"['My day is great.', 'I feel a definite warmth of happiness, a solid good mood.', ""Physically, I'm buzzing with energy and feel ready for anything."", ""It's a really pleasant and capable feeling."", ""I'll give a simple, enthusiastic response.""]",It's a good one! I'm feeling really positive and full of energy.,"[0.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's the mood?,"['The mood is definitely positive.', ""There's a nice, steady feeling of happiness and contentment."", ""I'm also full of energy, feeling awake and alert."", ""It's a solid, uncomplicated good vibe."", ""I'll keep my answer cheerful and energetic.""]",The mood is good! Feeling pretty happy and up for anything.,"[0.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you think about that?,"[""What do I think? I think it's gross."", 'I have a definite feeling of distaste, a mild revulsion.', ""It's not making me sick, but it's certainly unpleasant."", 'I have a strong negative opinion about it.', ""I'll be direct and use the word 'repulsive'.""]","To be honest, it's a bit repulsive. I don't care for it at all.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.54, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You're shaking. What's wrong?,"[""What's wrong is this fear that's taken hold of me."", 'My body is trembling uncontrollably. My heart is hammering.', ""It's a strong, pervasive fear. Not full panic, but close."", 'I feel a definite sense of impending doom.', 'I need to convey the strength of the fear and the lack of control over my body.']",I have a terrible feeling. I'm really frightened and I can't control this shaking.,"[0.0, 0.0, 0.0, 0.62, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
How are you?,"['How am I? Irritated.', ""There's a low-grade anger simmering away. A persistent annoyance."", 'My jaw is a little tight, my patience is thin.', ""It's not rage, but it's definitely not a good mood."", ""I'll use a colloquialism like 'ticked off' to describe it.""]","I'm a little ticked off, to be honest. It's frustrating.","[0.0, 0.0, 0.34, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You look sad.,"['Sad is the right word, and then some.', ""I feel a deep, aching sorrow in my chest. It's a powerful weight."", 'The world feels gray and joyless.', 'This is a significant, painful sadness.', ""I'll confirm their observation and use the word 'heartbroken' to explain the depth.""]",I am. It's been a really hard day. I'm feeling quite heartbroken.,"[0.0, 0.69, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you think? Can we proceed?,"['What do I think? I think this is solid.', 'I have a strong sense of confidence and safety in this plan.', ""I'm not feeling any doubt or hesitation. I'm ready to commit."", 'This is a high level of trust.', ""I'll give a confident and direct 'yes'.""]",Absolutely. I feel very secure about this. Let's move forward.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you alright?,"[""Alright? No, I'm not."", ""My body is vibrating with fear. I can't make it stop."", 'My heart is thudding in my ears. The world feels dangerous.', ""This is a strong, persistent fear that's manifesting physically."", ""I'll explain the feeling and the physical symptoms clearly.""]",I'm trying to be. I'm just... scared. My heart is racing and I'm trembling all over.,"[0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
What's bothering you?,"[""What's bothering me is this nonsense."", 'A steady, simmering irritation is building.', ""It's not explosive anger, but it's a definite and growing frustration."", ""I'm on the verge of snapping."", ""I'll be clear that my annoyance is turning into something more.""]",This whole situation. It's annoying and I'm losing my patience.,"[0.0, 0.0, 0.39, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What was that?,"['That was a curveball.', 'It definitely broke my train of thought and made me pause.', ""It's a significant enough surprise to comment on."", ""I'm recalibrating my understanding of the situation."", ""I'll state my surprise plainly.""]","Whoa. Okay, that was... not what I expected. I'm a bit surprised.","[0.0, 0.0, 0.0, 0.0, 0.57, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
